word,weight
application,-0.17176641325680614
text,-0.11144131982255069
audio,-0.049228415915349474
output,0.03679124351501062
recording,0.03251013330425203
comprising,0.026758026501649847
method,0.016602035532342328
portion,-0.011976564885386615
synthesis,-0.007632245455977815
speech,-0.006085216507232583
device,-0.09252606449110098
token,-0.051275720648636655
event,-0.048843986729094076
identification,-0.048330589305865576
mobile,-0.04693942153594554
payment,0.04667977678749502
computing,-0.04328390916469685
registration,0.029617396876464863
prior,0.0238034045831877
remote,-0.020816129667883265
website,-0.3641801482239587
guarantee,0.04664337956463048
guaranteed,0.04648905869829549
browser,-0.043056913984250336
application,-0.041711444453006175
detecting,-0.03200917527194341
device,-0.031024117134352318
owner,0.02300180822294985
online,0.016222660749683693
characteristic,0.013887291148055198
vehicle,-0.18536323082188325
personal,0.10404819155321869
interface,-0.09176159858653231
premium,-0.054273428037619614
vehicles,-0.05025291629366435
network,-0.04055103072091219
insurance,-0.029194592369261686
estimated,0.02854684566853025
model,0.02143289599937886
information,0.021364126743870542
device,-0.1707464167963972
computing,-0.06969277319661989
information,0.05445887284697107
promotional,-0.05292219535988479
accessible,-0.048029156628203715
different,-0.029341285196918723
preferences,0.0227867077736979
hand,0.022093168318455234
user,0.015109731214631298
location,0.013503685816754147
code,0.1265637326192893
storage,-0.07811246373673426
program,0.07231944606367936
taking,0.05554290221221638
device,-0.05510211848028992
computing,-0.05449732554630437
energy,0.039162078575147044
usable,0.03881066027378694
interval,-0.03443039084776033
representing,0.0301333266275509
portion,-0.12229401152801127
container,0.1191851771561297
sensor,-0.0936823851897808
keyed,0.07886460955219939
assembly,-0.07592824403904729
second,-0.06740738031401804
external,-0.043282153949822225
externally,-0.040743311325706424
instrumented,0.03305232514905935
body,-0.02996364665339631
sensors,-0.2603711284337961
frequency,0.16686660176969864
flow,0.11465318260593932
signal,-0.07787813315501718
signals,-0.06145683271865285
detected,-0.03242687180209673
force,-0.030808187138447872
conversion,-0.024424866126809254
acceleration,0.01986835232847163
obtain,0.008179528027268389
portion,-0.15256001896092095
panel,-0.12018958944158678
plane,0.09718435795391327
panels,-0.054959980383301785
upper,0.0494856299906923
unit,-0.024639812696550512
body,-0.02200236506764519
lower,0.017251166574375695
including,-0.01718955695581541
protection,0.012300915269046645
string,0.18766721509603282
translated,-0.11543195324378479
message,-0.09239089492334891
asset,0.07413306963750912
video,-0.0631133598185348
electronic,-0.06083963054910907
translation,-0.05785109695294638
translator,-0.056130538539497815
module,0.05552945319577144
play,0.03468996934088373
